Homophily,Strong Force,Weak Force,Evidence,Pol-Opinion,Status-Quo Bias,Pol Int Feedback,Biased Assimilation,Shifting Baselines,sampleweight
0.909684494087834,0.786817973013967,0.757998133557303,0.149834842002019,0.0041411861917004,5.76946439710446,0.828521908309376,0.0023690452799201,1,4.62328635740521e-05
0.763883645278267,0.543763696216047,0.0125451743261509,0.132507048058324,0.00245716157718562,9.82805746141821,3.43309967902411,0.94688136735931,1,6.93347068029615e-05
0.875643961809148,0.918019325472414,0.47535489194141,0.00616206752602011,0.00401712980354205,5.85499321902171,-5.32531670761819,0.029502397403121,1,4.75666036765873e-05
0.654780638873812,0.0217634178698063,0.00777558730056039,0.217035525804386,0.00474600603920408,21.9101598507259,1.31086901232311,0.10056757577695,1,4.23590245542025e-05
0.89402319343202,0.330911949975416,0.0875822512077521,0.170015388960019,0.00141345416777767,20.2300128950737,13.9822129873913,0.812967206351459,1,6.43988222934342e-05
0.73378165073197,0.0973263811320066,0.0852721324506541,0.0605521471705288,0.00323339550406672,11.3525644047186,4.58293265334814,0.409122863318771,1,5.78304211640767e-05
0.837946488106623,0.591732670553029,0.512495284346366,0.0733331020921469,0.00235801819711924,3.94605181994848,-3.84837302497921,0.0444755495991558,1,5.07838327249645e-05
0.782513400070633,0.503102683462203,0.348884034339396,0.28538951491937,0.00240746675641276,10.1725278371014,7.07063972740887,0.240754178026691,1,3.32887375012497e-05
0.76757436863443,0.935310231987387,0.651350865687917,0.096411449695006,0.000108515379251912,11.3942594164982,-6.52666197579138,0.583510650554672,1,5.28101744847632e-05
0.834879015899517,0.0291883759200573,0.00842920048189101,0.246409657923505,0.00251243832404725,2.0290293591097,-0.123020520971848,0.493812792934477,1,5.33929322918178e-05
0.792359777865622,0.0773430580738932,0.0568765184694783,0.118105202028528,0.00308907293016091,4.3020939049311,-3.98261976788562,0.412897026399151,1,5.67577749600259e-05
0.773573922586845,0.318402032600716,0.207965762529903,0.138894958910532,0.00034974520560354,26.4064950703178,5.27445862103553,0.860246445517987,1,6.63866629700049e-05
0.714181750489611,0.798969275783747,0.563015882652672,0.281885971873999,0.00425441469065845,28.7547955270857,-8.86504270150896,0.497963326983154,1,2.98289597195318e-05
0.877537445749226,0.203079189173877,0.193241286689493,0.170178254786879,0.00432827516691759,14.0433664226439,11.1611539690203,0.785440903855488,1,5.3190181266733e-05
0.819839192020019,0.61817321437411,0.0481242896218898,0.013509982614778,0.000895495635922998,12.0730668695178,-4.44535981653795,0.531184472842142,1,6.68034275544531e-05
0.721930579938913,0.663144225254655,0.556876007344044,0.2853006885387,0.000972982352832332,22.0177966989577,21.8210316917955,0.787557680858299,1,5.43217235132834e-05
0.78546942545011,0.818156918743625,0.663415978114769,0.203919559204951,0.00434342484222725,18.7202873947099,6.24750153348824,0.693988103186712,1,5.78065689557643e-05
0.862811806853714,0.0853606758173555,0.0666446617457364,0.215963374706917,0.0047236363880802,28.6539653581567,23.3822576145284,0.881003372371197,1,5.28652243133196e-05
0.485862337091973,0.802731179632247,0.588060744041502,0.0559988192981109,0.00392740393988788,22.4361035949551,6.01664268945251,0.393284519668669,1,3.38242502136923e-05
0.815687472988315,0.804102525115013,0.0361164167320324,0.138319309568033,0.00121338446740992,29.5487076789141,-16.5912403390548,0.00295168487355113,1,6.20420346996484e-05
0.844985184627649,0.291039757430553,0.0260620357592342,0.216086982912384,0.00256227590143681,4.62862355564721,2.54521706151076,0.769403246464208,1,5.43135156840161e-05
0.877627313947963,0.64756206329912,0.310957086814565,0.231253530085087,0.00193868445581757,3.18874244368635,-1.64438853134936,0.477637026691809,1,4.75184792884878e-05
0.935453384346431,0.725318880286068,0.00521515186739105,0.0681537104537711,0.00314991926425137,27.8018941041082,2.3996640428788,0.823912735562772,1,6.58913778187158e-05
0.598412014197232,0.555656254757196,0.399221406070674,0.198760431515984,9.18750721029937e-05,9.262109934818,4.98390861594506,0.0492279925383627,1,3.78210134130748e-05
0.941950203631653,0.201547328615561,0.100329892612783,0.124135964177549,0.00158130244701169,24.5554673688021,-6.68550045227204,0.691863193409517,1,5.69947461893819e-05
0.834092080483879,0.860209749778733,0.134422692097163,0.213565947767347,0.00443957224721089,27.0487174990121,-6.67121203769263,0.539714938960969,0,2.71064208353082e-05
0.846401561747206,0.258724751882255,0.0985011094867122,0.229418013151735,0.00062279709498398,21.0018508890644,1.31472473232005,0.33564163162373,1,5.66888196258965e-05
0.735822595854524,0.709543734556064,0.278151536894412,0.185873376019299,0.00421923796879128,15.2553029968403,8.74612096351496,0.744924133643508,1,6.38113180998712e-05
0.575544865647927,0.894947747001424,0.786583508739394,0.145628556632437,0.00274977879715152,9.26443322049454,-2.69930645098395,0.0928441991563886,1,2.64790532122274e-05
0.738822697210163,0.989059190498665,0.985181548544082,0.055220732674934,0.00162009966094047,28.8529557446018,-11.505240549492,0.237007143674418,1,2.56932899754946e-05
0.754787006300583,0.0981200013775378,0.0317889774085918,0.0321821653051302,0.00451892197248526,2.07755618146621,0.788077923360635,0.774867135565728,1,5.93407545598142e-05
0.890861332943966,0.118692274205387,0.0378069910242557,0.0613400833681226,0.00491511748172343,6.02006874186918,6.00689870189356,0.106494777137414,0,6.09479307397413e-05
0.715536395737405,0.224051935598254,0.158970443413521,0.117799538117833,0.00135093692806549,29.698885548627,-1.87567574262828,0.715687319636345,0,6.46728736912652e-05
