m_max,r_max,sampleweight
0.0522285123588517,17.6384525944013,0.000109540274901887
0.0904327141889371,15.8889799064491,2.282392441376e-05
0.0584073113859631,67.8282466705423,9.51525584329638e-05
0.0726562557159923,13.5465373808984,6.46151563061138e-05
0.0480122713558376,6.80389935034327,0.000136133474847817
0.0479251104174182,35.6663960742299,0.000119141378214211
0.0895836028805934,20.6761529296637,2.38389393743843e-05
0.0486485990206711,37.7202376734931,0.000117485653641738
0.0899248636653647,32.227234748425,2.30237293973994e-05
0.0483893934427761,8.45629014424048,0.000125503824295468
0.0142347324243747,18.0969520262443,0.000156589952529297
0.0418776770611294,55.7187776535284,0.000132981104180012
0.0518788491142914,46.8814942997415,0.000110093132970102
0.0266772060911171,24.8119678127114,0.000167767821185718
0.0329143945244141,42.7103616436943,0.000153493835243545
0.0330492777866311,25.5466836167034,0.000153185151000747
0.0188565225503407,27.1790082205553,0.000167216116953902
0.0318388987192884,13.0274494818877,0.000157074021785177
0.0513584657595493,50.452168697957,0.000111284045312989
0.0442965867347084,13.5742979496717,0.000128697582955843
0.0761175368144177,63.1688277993817,5.46221958341789e-05
0.0764019249612466,27.3728310700972,5.39713653432665e-05
0.0208080376265571,57.6763697736897,0.000171682215591413
0.0404810613882728,35.2412454225123,0.000136177299500094
0.0188517489936203,69.1718909097835,0.000167205192531423
0.0568044035602361,27.714519376168,9.88208593053381e-05
0.0220044119376689,62.3625408206135,0.000174420152769521
0.0760506378067657,52.1196825720836,5.47752961461193e-05
0.0533661421225406,60.8070130983833,0.000106689419948012
0.0231099549587816,28.2797840959393,0.000175931578471505
0.0895668219961226,33.5234668245539,2.38431181024433e-05
0.0696689153555781,47.4363992118742,6.93800523642909e-05
0.0233702355576679,26.4038139069453,0.000175335918800604
0.0244679335784167,15.1748384919483,0.00017320428646797
0.0995730733149685,64.958619409008,9.43522846258864e-07
0.0474298884882592,15.1259657321498,0.000121028925505444
0.0482752856914885,30.9655509574804,0.000118339991981803
0.0269348788703792,64.3465555133298,0.000167178129585375
0.0207457123720087,67.5218866707292,0.000171539582445601
0.036809649434872,41.85632480192,0.000144579431834433
0.0568847441440448,66.2597613153048,9.86369975579922e-05
0.0867494410043582,68.2239691389259,3.02907759053569e-05
0.097695652754046,69.967703652801,5.2400540446899e-06
0.0851250676694326,19.1838581429329,3.41428504242338e-05
0.0947807696927339,47.2117091785185,1.19108481509141e-05
0.0910601399582811,49.1710383177269,2.04256167992516e-05
0.0156009946693666,58.717072479194,0.000159765747335549
0.0219186415360309,40.0365611235611,0.000174223864727188
0.0273640833375976,41.3877499150112,0.000166195882761039
0.0565983728179708,44.7132386779413,9.92923666119075e-05
0.0248257193062455,57.0873986394145,0.000172005002188346
